rides_in_thousands,start_station_name,member_casual
0.004,Public Rack - Paxton Ave & 79th St,member
0.004,Public Rack - Paxton Ave & 79th St,casual
0.018,Public Rack - Penn Elementary School / KIPP Ascend Middle School,casual
0.051,Public Rack - Penn Elementary School / KIPP Ascend Middle School,member
0.004,Public Rack - Peoria St & 60th St,casual
0.001,Public Rack - Peoria St & 60th St,member
0.001,Public Rack - Percy Julian HS,member
0.001,Public Rack - Perry Ave & 108th Pl,member
0.005,Public Rack - Perry Ave & 111th St,member
0.002,Public Rack - Perry Ave & 111th St,casual
0.003,Public Rack - Peterson Ave & Bernard Ave,member
0.012,Public Rack - Peterson Ave & Drake Ave,member
0.003,Public Rack - Peterson Ave & Drake Ave,casual
0.018,Public Rack - Peterson Ave & Milwaukee Ave,casual
0.016,Public Rack - Peterson Ave & Milwaukee Ave,member
0.007,Public Rack - Peterson Park,casual
0.025,Public Rack - Peterson Park,member
0.002,Public Rack - Piotrowski Park,casual
0.001,Public Rack - Piotrowski Park,member
0.002,Public Rack - Pittsburgh Ave & Irving Park,member
0.001,Public Rack - Plainfield Ave & Irving Park Rd,member
0.001,Public Rack - Plainfield Ave & Irving Park Rd,casual
0.032,Public Rack - Prairie Ave & 47th St ,member
0.022,Public Rack - Prairie Ave & 47th St ,casual
0.001,Public Rack - Prairie Ave & 78th St,member
0.001,Public Rack - Prairie Ave & 78th St,casual
0.001,Public Rack - Prairie Ave & 85th St,casual
0.002,Public Rack - Prairie Ave & 85th St,member
0.015,Public Rack - Prairie Ave & Garfield Blvd N,member
0.02,Public Rack - Prairie Ave & Garfield Blvd N,casual
0.022,Public Rack - Prairie Ave & Garfield Blvd S,casual
0.032,Public Rack - Prairie Ave & Garfield Blvd S,member
0.006,Public Rack - Pratt Ave & Odell Ave,casual
0.004,Public Rack - Pratt Ave & Odell Ave,member
0.003,Public Rack - Princeton Ave & 43rd St,member
0.001,Public Rack - Princeton Ave & 43rd St,casual
0.001,Public Rack - Princeton Ave & 99th Pl,member
0.004,Public Rack - Pulaski & 52nd,member
0.003,Public Rack - Pulaski & 52nd,casual
0.004,Public Rack - Pulaski & Ardmore,casual
0.005,Public Rack - Pulaski & Ardmore,member
0.009,Public Rack - Pulaski & Rosemont,casual
0.023,Public Rack - Pulaski & Rosemont,member
0.004,Public Rack - Pulaski Rd & 15th St,member
0.001,Public Rack - Pulaski Rd & 40th St,member
0.001,Public Rack - Pulaski Rd & 40th St,casual
0.001,Public Rack - Pulaski Rd & 41st,member
0.002,Public Rack - Pulaski Rd & 41st,casual
0.102,Public Rack - Pulaski Rd & 44th St,casual
0.068,Public Rack - Pulaski Rd & 44th St,member
0.001,Public Rack - Pulaski Rd & 51st Rd,casual
0.005,Public Rack - Pulaski Rd & 51st Rd,member
0.002,Public Rack - Pulaski Rd & 5th Ave,casual
0.001,Public Rack - Pulaski Rd & 5th Ave,member
0.016,Public Rack - Pulaski Rd & 65th St,member
0.01,Public Rack - Pulaski Rd & 65th St,casual
0.001,Public Rack - Pulaski Rd & 83rd St,member
0.021,Public Rack - Pulaski Rd & Armitage Ave,casual
0.071,Public Rack - Pulaski Rd & Armitage Ave,member
0.028,Public Rack - Pulaski Rd & Fullerton Ave,member
0.022,Public Rack - Pulaski Rd & Fullerton Ave,casual
0.003,Public Rack - Pulaski Rd & Grenshaw St,member
0.005,Public Rack - Pulaski Rd & Lake St,member
0.014,Public Rack - Pulaski Rd & Lake St,casual
0.001,Public Rack - Pulaski Rd & Lexington St,casual
0.003,Public Rack - Pulaski Rd & Polk St,member
0.002,Public Rack - Pulaski Rd & Roosevelt Rd,member
0.003,Public Rack - Pulaski Rd & Roosevelt Rd,casual
0.002,Public Rack - Pulaski Rd & Stevens Ave,casual
0.007,Public Rack - Pulaski Rd & Stevens Ave,member
0.002,Public Rack - Pullman - Planet Fitness,member
0.002,Public Rack - Pullman - Planet Fitness,casual
0.004,Public Rack - Pullman - Ross Dress for Less,casual
0.001,Public Rack - Pullman - Ross Dress for Less,member
0.002,Public Rack - Pullman - Walmart,casual
0.003,Public Rack - Pullman - Walmart,member
0.002,Public Rack - Pullman Community Center,member
0.275,Public Rack - Racine Ave & 109th Pl,member
0.016,Public Rack - Racine Ave & 109th Pl,casual
0.025,Public Rack - Racine Ave & 74th St,member
0.001,Public Rack - Racine Ave & 74th St,casual
0.001,Public Rack - Racine Ave & 76th,member
0.003,Public Rack - Racine Ave & 83rd St,casual
0.001,Public Rack - Racine Ave & 83rd St,member
0.008,Public Rack - Richard Daley College,casual
0.004,Public Rack - Richmond St & Thorndale Ave,casual
0.003,Public Rack - Richmond St & Thorndale Ave,member
0.002,Public Rack - Robert Fulton Elementary School,member
0.01,Public Rack - Robert Fulton Elementary School,casual
0.002,Public Rack - Rockwell & 111th St,member
0.078,Public Rack - Rockwell & Division,casual
0.242,Public Rack - Rockwell & Division,member
0.002,Public Rack - Rockwell Ave & 71st St,member
0.043,Public Rack - Rockwell Ave & Touhy Ave ,member
0.044,Public Rack - Rockwell Ave & Touhy Ave ,casual
0.001,Public Rack - Roscoe St & Osceola Ave,member
0.002,Public Rack - Roswell B. Mason Elementary School,member
0.002,Public Rack - Rutherford & 53rd,member
0.001,Public Rack - Rutherford & 53rd,casual
0.007,Public Rack - Rutherford Ave & Belmont Ave,casual
0.001,Public Rack - Rutherford Ave & Belmont Ave,member
0.002,Public Rack - S Kostner Ave & W 18th Pl,casual
0.003,Public Rack - S Kostner Ave & W 18th Pl,member
0.008,Public Rack - S Menard & W 63rd,casual
0.005,Public Rack - S. Kilpatrick and W. 79th,member
0.008,Public Rack - S. Kilpatrick and W. 79th,casual
0.001,Public Rack - S. New England/ W. 65th,casual
0.001,Public Rack - S. New England/ W. 65th,member
0.001,Public Rack - Sacramento & 71st,member
0.027,Public Rack - Sacramento Ave & Devon Ave,member
0.021,Public Rack - Sacramento Ave & Devon Ave,casual
0.001,Public Rack - Sacramento Ave & Greenleaf Ave,member
0.002,Public Rack - Sacramento Blvd & Washington Blvd,member
0.001,Public Rack - Saginaw Ave & 93rd St,member
0.001,Public Rack - Sangamon St & 79th St,casual
0.002,Public Rack - Sangamon St & 79th St,member
0.001,Public Rack - Sangamon St & 87th St,member
0.002,Public Rack - Sangamon St & 87th St,casual
0.001,Public Rack - Sawyer Ave & 111th St,member
0.038,Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,casual
0.01,Public Rack - Sawyer Ave & Bryn Mawr Ave - SE,member
0.008,Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,member
0.007,Public Rack - Sawyer Ave & Bryn Mawr Ave - SW,casual
0.003,Public Rack - Sawyer Ave & Chicago Ave,member
0.002,Public Rack - Sawyer Ave & Chicago Ave,casual
0.02,Public Rack - Sawyer Ave & Lawrence Ave,casual
0.039,Public Rack - Sawyer Ave & Lawrence Ave,member
0.007,Public Rack - Sayer & Northwest Hwy,member
0.006,Public Rack - Sayer & Northwest Hwy,casual
0.009,Public Rack - Sayre Ave & 59th St,casual
0.001,"Public Rack - Senka ""Edward Duke"" Park",casual
0.003,"Public Rack - Senka ""Edward Duke"" Park",member
0.007,Public Rack - South Shore Dr & 71st St,casual
0.004,Public Rack - South Shore Dr & 71st St,member
0.003,Public Rack - South Shore High School,casual
0.004,Public Rack - South Shore High School,member
0.01,Public Rack - Spaulding Ave & Bryn Mawr Ave,member
0.017,Public Rack - Spaulding Ave & Bryn Mawr Ave,casual
0.164,Public Rack - Spaulding Ave & Evergreen Ave,member
0.07,Public Rack - Spaulding Ave & Evergreen Ave,casual
0.002,Public Rack - Spaulding Ave & Foster Ave,casual
0.008,Public Rack - Spaulding Ave & Foster Ave,member
0.096,Public Rack - Spaulding Ave & North Ave,member
0.052,Public Rack - Spaulding Ave & North Ave,casual
0.002,Public Rack - Spencer Elementary Technology Academy,member
0.002,Public Rack - Springfield & 71st,casual
0.001,Public Rack - Springfield & 79th,casual
0.001,Public Rack - Springfield Ave & 63rd St,casual
0.024,Public Rack - Springfield Ave & Lawrence Ave,casual
0.04,Public Rack - Springfield Ave & Lawrence Ave,member
0.002,Public Rack - St Louis & 83rd,casual
0.014,Public Rack - St Louis & Lincoln,casual
0.012,Public Rack - St Louis & Lincoln,member
0.023,Public Rack - St Louis Ave & Berteau Ave,casual
0.016,Public Rack - St Louis Ave & Berteau Ave,member
0.002,Public Rack - St Louis Ave & Flournoy St,member
0.001,Public Rack - St Louis Ave & Flournoy St,casual
0.008,Public Rack - State ST & 42nd St,casual
0.013,Public Rack - State ST & 42nd St,member
0.003,Public Rack - State St & 47th st,member
0.002,Public Rack - State St & 47th st,casual
0.012,Public Rack - Stewart Ave & 123rd St,casual
0.002,Public Rack - Stewart Ave & 123rd St,member
0.002,Public Rack - Stony Is Ave & 73rd St,casual
0.003,Public Rack - Stony Is Ave & 73rd St,member
0.003,Public Rack - Stony Island & 87th St,casual
0.002,Public Rack - Stony Island & 87th St,member
0.001,Public Rack - Stony Island & 95th St,member
0.002,Public Rack - Stony Island & 95th St,casual
0.001,Public Rack - Stony Island Ave & 86th St,member
0.001,Public Rack - Strohacker Park,casual
0.012,Public Rack - Talman Ave & 51st St,member
0.009,Public Rack - Talman Ave & 51st St,casual
0.006,Public Rack - Talman Ave & Pershing Rd,casual
0.005,Public Rack - Talman Ave & Pershing Rd,member
0.006,Public Rack - The Montessori School of Englewood,casual
0.002,Public Rack - The Montessori School of Englewood,member
0.004,Public Rack - Throop St & 109th Pl,casual
0.018,Public Rack - Throop St & 109th Pl,member
0.003,Public Rack - Throop St & 48t ST,member
0.082,Public Rack - Throop St & 58th St,member
0.028,Public Rack - Throop St & 58th St,casual
0.001,Public Rack - Torrence Ave  & 106th St,member
0.001,Public Rack - Torrence Ave & 103rd St,member
0.003,Public Rack - Torrence Ave & 98th St,casual
0.002,Public Rack - Torrence Ave & 98th St,member
0.01,Public Rack - Touhy Ave & Oconto Ave,casual
0.004,Public Rack - Touhy Ave & Oconto Ave,member
0.006,Public Rack - Tripp Ave & North Ave,casual
0.007,Public Rack - Tripp Ave & North Ave,member
0.002,Public Rack - Troy & 111th St,casual
0.001,Public Rack - Troy & 111th St,member
0.001,Public Rack - Troy & 71st,casual
0.001,Public Rack - Trumbull Ave & 111th St,casual
0.001,Public Rack - Trumbull Ave & 111th St,member
0.001,Public Rack - Tuley (Murray) Park,member
0.001,Public Rack - Union Ave & 111th St,member
0.003,Public Rack - Vincennes Ave & 77th St,casual
0.004,Public Rack - Vincennes Ave & 77th St,member
0.002,Public Rack - Vincennes Ave & 87th St,member
0.001,Public Rack - Vincennes Ave & 91st St,member
0.002,Public Rack - Vincennes Ave & 95th Pl,casual
0.001,Public Rack - Vincennes Ave & 95th Pl,member
0.002,Public Rack - Vincennes Ave & 95th St,casual
0.003,Public Rack - Vincennes Ave & 95th St,member
0.001,Public Rack - Vincennes Ave & 99th St,member
0.002,Public Rack - W. Talcott & N. Oriole,member
0.001,Public Rack - W. Talcott & N. Oriole,casual
0.001,Public Rack - Wabash Ave & 87th St,casual
0.021,Public Rack - Walden Pkwy & 103rd St,casual
0.06,Public Rack - Walden Pkwy & 103rd St,member
0.006,Public Rack - Walden Pkwy & 99th St,member
0.004,Public Rack - Walden Pkwy & 99th St,casual
0.001,Public Rack - Wallace St & 112 St,member
0.001,Public Rack - Wallace St & 119th St,member
0.001,Public Rack - Waller Ave & Chicago Ave,member
0.018,Public Rack - Washington Park Ct & 51st St,member
0.03,Public Rack - Washington Park Ct & 51st St,casual
0.001,Public Rack - Washtenaw Ave & 63rd St,member
0.001,Public Rack - Washtenaw Ave & 63rd St,casual
0.068,Public Rack - Washtenaw Ave & Devon Ave,casual
0.128,Public Rack - Washtenaw Ave & Devon Ave,member
0.574,Public Rack - Washtenaw Ave & Superior St,member
0.22,Public Rack - Washtenaw Ave & Superior St,casual
0.006,Public Rack - Wentworth Ave & 103rd St,casual
0.003,Public Rack - Wentworth Ave & 103rd St,member
0.01,Public Rack - Wentworth Park,casual
0.003,Public Rack - Wentworth Park,member
0.001,Public Rack - West Chatham Park,casual
0.001,Public Rack - West Lawn Park,member
0.002,Public Rack - Western & 83rd,casual
0.018,Public Rack - Western & 83rd,member
0.013,Public Rack - Western Ave & 100th St,casual
0.019,Public Rack - Western Ave & 100th St,member
0.003,Public Rack - Western Ave & 104th St - East,member
0.003,Public Rack - Western Ave & 104th St - East,casual
0.002,Public Rack - Western Ave & 104th St - West,member
0.004,Public Rack - Western Ave & 105th St,casual
0.003,Public Rack - Western Ave & 105th St,member
0.002,Public Rack - Western Ave & 106th St - East,member
0.009,Public Rack - Western Ave & 106th St - East,casual
0.002,Public Rack - Western Ave & 106th St - West,member
0.001,Public Rack - Western Ave & 107th Pl,casual
0.002,Public Rack - Western Ave & 107th Pl,member
0.002,Public Rack - Western Ave & 107th St,member
0.004,Public Rack - Western Ave & 110th St,casual
0.012,Public Rack - Western Ave & 110th St,member
0.002,Public Rack - Western Ave & 111th St - NW,member
0.003,Public Rack - Western Ave & 111th St - SE,member
0.003,Public Rack - Western Ave & 111th St - SE,casual
0.008,Public Rack - Western Ave & 111th St - SW,casual
0.005,Public Rack - Western Ave & 111th St - SW,member
0.002,Public Rack - Western Ave & 116th St,member
0.003,Public Rack - Western Ave & 118th St,casual
0.005,Public Rack - Western Ave & 118th St,member
0.009,Public Rack - Western Ave & 47th Pl,casual
0.036,Public Rack - Western Ave & 47th Pl,member
0.001,Public Rack - Western Ave & 62nd St,member
0.002,Public Rack - Western Ave & 62nd St,casual
0.02,Public Rack - Western Ave & 92nd Pl,member
0.014,Public Rack - Western Ave & 92nd Pl,casual
0.005,Public Rack - Western Ave & 96th St,casual
0.042,Public Rack - Western Ave & 96th St,member
0.001,Public Rack - Western Ave & 98th St,member
0.001,Public Rack - Western Ave & 98th St,casual
0.062,Public Rack - Western Ave & Devon Ave,casual
0.236,Public Rack - Western Ave & Devon Ave,member
0.012,Public Rack - Western Ave & Jarvis Ave,casual
0.016,Public Rack - Western Ave & Jarvis Ave,member
0.055,Public Rack - Western Blvd & 49th St,casual
0.02,Public Rack - Western Blvd & 49th St,member
0.002,Public Rack - Western Blvd & 52nd St,member
0.001,Public Rack - Western Blvd & 52nd St,casual
0.002,Public Rack - Western Blvd & 53rd St,member
0.001,Public Rack - Western Blvd & 53rd St,casual
0.002,Public Rack - Whipple St & 26th St,casual
0.001,Public Rack - Whipple St & 26th St,member
0.011,Public Rack - Whipple St & 63rd St,casual
0.006,Public Rack - Whipple St & 63rd St,member
0.002,Public Rack - Wilbur Wright College North,member
0.002,Public Rack - Wilbur Wright College North,casual
0.061,Public Rack - Wilbur Wright College South,member
0.041,Public Rack - Wilbur Wright College South,casual
0.002,Public Rack - William J Onahan Public School,member
0.001,Public Rack - William J Onahan Public School,casual
0.001,Public Rack - William Rainey Harper High School,member
0.015,Public Rack - Winona St & Elston Ave,member
0.01,Public Rack - Winona St & Elston Ave,casual
0.001,Public Rack - Wolcott Ave & 56th St,casual
0.001,Public Rack - Wolcott Ave & 56th St,member
0.033,Public Rack - Wolcott Ave & 61st St,member
0.009,Public Rack - Wolcott Ave & 61st St,casual
0.003,Public Rack - Wood St & 103rd St,member
0.005,Public Rack - Wood St & 103rd St,casual
0.005,Public Rack - Wood St & 47th St,casual
0.009,Public Rack - Wood St & 47th St,member
0.368,Public Rack - Woodlawn Ave & 63rd St N,member
0.149,Public Rack - Woodlawn Ave & 63rd St N,casual
0.025,Public Rack - Woodlawn Ave & 63rd St S,member
0.019,Public Rack - Woodlawn Ave & 63rd St S,casual
0.001,Public Rack - Yale Ave & 119th St,member
0.002,Public Rack - Yates Ave & 100th St,casual
0.004,Public Rack - Yates Ave & 100th St,member
0.004,Public Rack - Yates Blvd & Exchange Ave,member
0.002,Public Rack - Zapata Academy,member
0.099,Pulaski & Ann Lurie Pl,member
0.039,Pulaski & Ann Lurie Pl,casual
0.02,Pulaski Rd & 21st St,casual
0.012,Pulaski Rd & 21st St,member
0.314,Pulaski Rd & 51st St,member
0.477,Pulaski Rd & 51st St,casual
0.04,Pulaski Rd & 54th St,member
0.066,Pulaski Rd & 54th St,casual
0.002,Pulaski Rd & 60th Pl,member
0.003,Pulaski Rd & 60th Pl,casual
0.023,Pulaski Rd & 60th St,member
0.05,Pulaski Rd & 60th St,casual
0.041,Pulaski Rd & 68th St,casual
0.046,Pulaski Rd & 68th St,member
0.048,Pulaski Rd & 84th St,casual
0.001,Pulaski Rd & 84th St,member
0.009,Pulaski Rd & Ann Lurie Pl,casual
0.023,Pulaski Rd & Ann Lurie Pl,member
0.042,Pulaski Rd & Congress Pkwy,casual
0.02,Pulaski Rd & Congress Pkwy,member
0.285,Pulaski Rd & Eddy St,casual
0.303,Pulaski Rd & Eddy St,member
0.051,Pulaski Rd & Lake St,member
0.079,Pulaski Rd & Lake St,casual
0.004,Racine Ave & 115th St,member
0.951,Racine Ave & 13th St,member
0.385,Racine Ave & 13th St,casual
2.245,Racine Ave & 15th St,member
0.944,Racine Ave & 15th St,casual
2.174,Racine Ave & 18th St,casual
4.46,Racine Ave & 18th St,member
1.0,Racine Ave & 35th St,member
0.446,Racine Ave & 35th St,casual
0.023,Racine Ave & 57th St,casual
0.012,Racine Ave & 57th St,member
0.007,Racine Ave & 61st St,member
0.029,Racine Ave & 61st St,casual
0.01,Racine Ave & 65th St,casual
0.008,Racine Ave & 65th St,member
7.134,Racine Ave & Belmont Ave,member
4.124,Racine Ave & Belmont Ave,casual
5.923,Racine Ave & Congress Pkwy,member
1.389,Racine Ave & Congress Pkwy,casual
9.403,Racine Ave & Fullerton Ave,member
3.201,Racine Ave & Fullerton Ave,casual
0.041,Racine Ave & Garfield Blvd,casual
0.039,Racine Ave & Garfield Blvd,member
2.576,Racine Ave & Randolph St,member
1.106,Racine Ave & Randolph St,casual
3.974,Racine Ave & Washington Blvd,member
1.529,Racine Ave & Washington Blvd,casual
2.309,Racine Ave & Wrightwood Ave,casual
4.885,Racine Ave & Wrightwood Ave,member
0.098,Rainbow - Beach,casual
0.201,Rainbow - Beach,member
1.091,Ravenswood Ave & Berteau Ave,casual
3.164,Ravenswood Ave & Berteau Ave,member
4.332,Ravenswood Ave & Irving Park Rd,member
1.62,Ravenswood Ave & Irving Park Rd,casual
4.975,Ravenswood Ave & Lawrence Ave,casual
13.492,Ravenswood Ave & Lawrence Ave,member
7.381,Rhodes Ave & 32nd St,member
0.653,Rhodes Ave & 32nd St,casual
0.015,Rhodes Ave & 71st St,casual
0.016,Rhodes Ave & 71st St,member
0.026,Richmond St & 59th St,member
0.084,Richmond St & 59th St,casual
1.685,Richmond St & Diversey Ave,member
1.043,Richmond St & Diversey Ave,casual
0.391,Richmond St & Lincoln Ave,member
0.168,Richmond St & Lincoln Ave,casual
0.286,Ridge Blvd & Howard St,casual
0.592,Ridge Blvd & Howard St,member
0.606,Ridge Blvd & Touhy Ave,member
0.318,Ridge Blvd & Touhy Ave,casual
4.522,Ritchie Ct & Banks St,casual
7.149,Ritchie Ct & Banks St,member
0.009,Rockwell St & 47th St,member
0.017,Rockwell St & 47th St,casual
0.057,Rockwell St & 57th St,casual
0.066,Rockwell St & 57th St,member
0.031,Rockwell St & 63rd St,casual
0.016,Rockwell St & 63rd St,member
0.091,Rockwell St & Archer Ave,member
0.059,Rockwell St & Archer Ave,casual
0.117,Rockwell St & Archer Ave\t,casual
0.131,Rockwell St & Archer Ave\t,member
0.474,Rockwell St & Cermak Rd,member
0.171,Rockwell St & Cermak Rd,casual
2.23,Rockwell St & Eastwood Ave,member
0.922,Rockwell St & Eastwood Ave,casual
0.715,Rockwell St & Fletcher St,casual
1.072,Rockwell St & Fletcher St,member
0.051,Roscoe & Harlem,casual
0.013,Roscoe & Harlem,member
10.354,Rush St & Cedar St,member
5.693,Rush St & Cedar St,casual
3.987,Rush St & Hubbard St,casual
7.039,Rush St & Hubbard St,member
5.294,Rush St & Superior St,casual
9.615,Rush St & Superior St,member
0.005,S Aberdeen St & W 106th St,member
0.013,S Aberdeen St & W 106th St,casual
0.018,S Michigan Ave & E 118th St,casual
0.003,S Michigan Ave & E 118th St,member
0.003,S Wentworth Ave & W 111th St,member
0.009,S Wentworth Ave & W 111th St,casual
0.002,SCOOTERS CLASSIC - 2132 W Hubbard ST,member
0.06,Sacramento Ave & 25th St,member
0.043,Sacramento Ave & 25th St,casual
0.003,Sacramento Ave & 51st St,casual
0.004,Sacramento Ave & 51st St,member
0.13,Sacramento Ave & Lunt Ave,casual
0.088,Sacramento Ave & Lunt Ave,member
0.003,Sacramento Ave & Pershing Rd,member
0.009,Sacramento Ave & Pershing Rd,casual
0.101,Sacramento Ave & Pratt Blvd,casual
0.097,Sacramento Ave & Pratt Blvd,member
0.452,Sacramento Blvd & Addison St,member
0.392,Sacramento Blvd & Addison St,casual
0.45,Sacramento Blvd & Franklin Blvd,member
0.103,Sacramento Blvd & Franklin Blvd,casual
0.132,Sacramento Blvd & Fulton Ave,casual
0.186,Sacramento Blvd & Fulton Ave,member
0.034,Sacramento Blvd & Polk St,casual
0.006,Sacramento Blvd & Polk St,member
3.23,Sangamon St & Lake St,casual
7.664,Sangamon St & Lake St,member
5.618,Sangamon St & Washington Blvd,member
2.627,Sangamon St & Washington Blvd,casual
0.862,Sawyer Ave & Irving Park Rd,member
0.413,Sawyer Ave & Irving Park Rd,casual
0.031,Sayre & Diversey,casual
0.001,Sayre & Diversey,member
0.105,Sayre Ave & Diversey Ave,casual
0.053,Sayre Ave & Diversey Ave,member
0.012,Scottsdale Park,member
0.058,Scottsdale Park,casual
11.839,Sedgwick St & Huron St,member
3.827,Sedgwick St & Huron St,casual
8.774,Sedgwick St & North Ave,member
4.919,Sedgwick St & North Ave,casual
1.645,Sedgwick St & Schiller St,casual
2.999,Sedgwick St & Schiller St,member
4.412,Sedgwick St & Webster Ave,casual
8.869,Sedgwick St & Webster Ave,member
0.037,Seeley Ave & Garfield Blvd,member
0.03,Seeley Ave & Garfield Blvd,casual
3.858,Seeley Ave & Roscoe St,member
1.849,Seeley Ave & Roscoe St,casual
0.054,Shabbona Park,member
0.159,Shabbona Park,casual
4.755,Shedd Aquarium,member
20.742,Shedd Aquarium,casual
6.431,Sheffield Ave & Fullerton Ave,casual
14.123,Sheffield Ave & Fullerton Ave,member
9.541,Sheffield Ave & Kingsbury St,member
3.568,Sheffield Ave & Kingsbury St,casual
6.983,Sheffield Ave & Waveland Ave,casual
10.043,Sheffield Ave & Waveland Ave,member
4.937,Sheffield Ave & Webster Ave,casual
9.37,Sheffield Ave & Webster Ave,member
10.193,Sheffield Ave & Wellington Ave,member
4.642,Sheffield Ave & Wellington Ave,casual
2.492,Sheffield Ave & Willow St,casual
6.243,Sheffield Ave & Willow St,member
5.729,Sheffield Ave & Wrightwood Ave,casual
9.13,Sheffield Ave & Wrightwood Ave,member
4.737,Sheridan Rd & Argyle St,member
2.371,Sheridan Rd & Argyle St,casual
7.293,Sheridan Rd & Buena Ave,member
2.89,Sheridan Rd & Buena Ave,casual
0.979,Sheridan Rd & Columbia Ave,casual
2.455,Sheridan Rd & Columbia Ave,member
1.644,Sheridan Rd & Greenleaf Ave,member
0.753,Sheridan Rd & Greenleaf Ave,casual
10.978,Sheridan Rd & Irving Park Rd,member
4.656,Sheridan Rd & Irving Park Rd,casual
2.103,Sheridan Rd & Lawrence Ave,casual
4.357,Sheridan Rd & Lawrence Ave,member
2.614,Sheridan Rd & Loyola Ave,member
1.904,Sheridan Rd & Loyola Ave,casual
9.377,Sheridan Rd & Montrose Ave,member
4.334,Sheridan Rd & Montrose Ave,casual
3.057,Sheridan Rd & Noyes St (NU),member
2.711,Sheridan Rd & Noyes St (NU),casual
2.553,Shields Ave & 28th Pl,member
0.412,Shields Ave & 28th Pl,casual
0.656,Shields Ave & 31st St,casual
4.047,Shields Ave & 31st St,member
0.217,Shields Ave & 43rd St,member
0.035,Shields Ave & 43rd St,casual
0.002,Shields Ave & 57th St,casual
0.002,Shields Ave & 57th St,member
5.016,Shore Dr & 55th St,casual
6.73,Shore Dr & 55th St,member
0.667,Smith Park,casual
1.438,Smith Park,member
0.014,South Chicago Ave & 83rd St,casual
0.014,South Chicago Ave & 83rd St,member
0.004,South Chicago Ave & Elliot Ave,member
0.008,South Chicago Ave & Elliot Ave,casual
0.494,South Shore Dr & 67th St,casual
0.755,South Shore Dr & 67th St,member
0.658,South Shore Dr & 71st St,member
0.501,South Shore Dr & 71st St,casual
0.226,South Shore Dr & 74th St,casual
0.13,South Shore Dr & 74th St,member
3.295,Southport Ave & Belmont Ave,casual
7.31,Southport Ave & Belmont Ave,member
1.489,Southport Ave & Clark St,casual
2.019,Southport Ave & Clark St,member
4.353,Southport Ave & Clybourn Ave,member
2.416,Southport Ave & Clybourn Ave,casual
5.386,Southport Ave & Irving Park Rd,member
2.58,Southport Ave & Irving Park Rd,casual
5.611,Southport Ave & Roscoe St,casual
10.541,Southport Ave & Roscoe St,member
5.301,Southport Ave & Waveland Ave,casual
11.834,Southport Ave & Waveland Ave,member
7.571,Southport Ave & Wellington Ave,member
4.263,Southport Ave & Wellington Ave,casual
6.871,Southport Ave & Wrightwood Ave,member
3.455,Southport Ave & Wrightwood Ave,casual
0.004,Spaulding Ave & 16th,casual
0.023,Spaulding Ave & 16th St,member
0.064,Spaulding Ave & 16th St,casual
0.025,Spaulding Ave & 63rd,casual
0.018,Spaulding Ave & 63rd,member
0.001,Spaulding Ave & 63rd St,casual
3.602,Spaulding Ave & Armitage Ave,member
1.878,Spaulding Ave & Armitage Ave,casual
0.634,Spaulding Ave & Division St,casual
1.287,Spaulding Ave & Division St,member
0.157,Springfield Ave & 47th St,casual
0.023,Springfield Ave & 47th St,member
0.021,Springfield Ave & 71st St,member
0.098,Springfield Ave & 71st St,casual
0.042,Springfield Ave & 80th St,casual
0.012,Springfield Ave & 80th St,member
0.236,Springfield Ave & North Ave,casual
0.247,Springfield Ave & North Ave,member
0.023,St Louis Ave & 51st St,member
0.123,St Louis Ave & 59th St,member
0.064,St Louis Ave & 59th St,casual
0.196,St Louis Ave & Foster Ave,casual
0.272,St Louis Ave & Foster Ave,member
0.014,St Louis Ave & Norman Bobbins Ave,member
0.062,St Louis Ave & Norman Bobbins Ave,casual
0.109,St Louis Ave & Norman Bobbins Pl,casual
0.026,St Louis Ave & Norman Bobbins Pl,member
12.03,St. Clair St & Erie St,member
5.282,St. Clair St & Erie St,casual
0.056,St. Louis & 71st St,casual
0.003,St. Louis & 71st St,member
0.631,St. Louis Ave & Balmoral Ave,member
0.357,St. Louis Ave & Balmoral Ave,casual
1.091,St. Louis Ave & Fullerton Ave,casual
2.138,St. Louis Ave & Fullerton Ave,member
0.002,State St & 111th St,member
0.002,State St & 111th St,casual
0.001,State St & 123rd St,member
0.013,State St & 123rd St,casual
1.809,State St & 19th St,member
1.086,State St & 19th St,casual
0.256,State St & 29th St,casual
0.619,State St & 29th St,member
1.456,State St & 33rd St,casual
13.871,State St & 33rd St,member
4.444,State St & 35th St,member
0.761,State St & 35th St,casual
0.02,State St & 45th St,casual
0.027,State St & 45th St,member
0.108,State St & 54th St,casual
0.145,State St & 54th St,member
0.037,State St & 76th St,member
0.025,State St & 76th St,casual
0.08,State St & 79th St,casual
0.142,State St & 79th St,member
0.282,State St & 95th St,casual
0.149,State St & 95th St,member
18.783,State St & Chicago Ave,member
7.959,State St & Chicago Ave,casual
3.766,State St & Harrison St,casual
4.817,State St & Harrison St,member
5.585,State St & Kinzie St,casual
9.102,State St & Kinzie St,member
2.603,State St & Pearson St,casual
6.099,State St & Pearson St,member
0.096,State St & Pershing Rd,member
0.055,State St & Pershing Rd,casual
6.385,State St & Randolph St,casual
9.886,State St & Randolph St,member
3.644,State St & Van Buren St,casual
5.191,State St & Van Buren St,member
